Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,Style
3681,20,1.056,1.009,6.07,63.24,6.93,25,60,1.044,70,3,Specific Gravity,All Grain,0.35,19,American IPA
3682,20.82,1.058,1.015,5.73,53.18,8.53,28.39,60,1.043,70,1.5,Specific Gravity,All Grain,0.75,21.11,American IPA
3684,20.8,1.054,1.015,5.13,32.5,6.31,24,60,1.047,75,3.1,Specific Gravity,All Grain,1,18,American IPA
3687,20.82,1.069,1.013,7.35,191.9,12.25,28.39,90,1.051,70,1.75,Specific Gravity,All Grain,0.35,20,American IPA
3688,18.93,1.075,1.018,7.43,118.35,6.13,24.61,60,1.058,70,1.5,Specific Gravity,All Grain,0.75,18.33,American IPA
3690,22.71,1.06,1.01,6.59,71.93,8.13,27.44,70,1.05,75,1.5,Specific Gravity,All Grain,1.25,21.11,American IPA
3691,19,1.05,1.008,5.47,47.78,6.31,26,60,1.037,66,3.2,Specific Gravity,All Grain,0.75,18,American IPA
3693,18.93,1.062,1.014,6.24,64.79,6.88,20.82,60,1.056,70,1.5,Specific Gravity,All Grain,0.5,18.33,American IPA
3698,73,1.043,1.01,4.43,23.4,3.63,82.5,60,1.038,64,3,Specific Gravity,All Grain,0.5,16,American IPA
3707,22.71,1.053,1.018,4.56,29.12,7.95,26.5,90,1.045,66,0.75,Specific Gravity,All Grain,0.5,20,American IPA
3708,20,12.1134,2.82991,4.96,65.48,8.31,22.5,60,10.8,60,3.15,Plato,All Grain,0.75,18,American IPA
3710,15.14,1.056,1.014,5.54,97.25,7.01,18.93,60,1.045,70,1.5,Specific Gravity,All Grain,0.35,20,American IPA
3714,23,1.038,1.007,4.1,44.25,4,26.8,60,1.033,70,3.1,Specific Gravity,All Grain,0.35,21,American IPA
3716,25,1.051,1.009,5.55,85.3,5.59,30,60,1.043,70,3,Specific Gravity,All Grain,1,20,American IPA
3720,75,1.059,1.01,6.49,27.31,5.49,80,70,1.056,85,3,Specific Gravity,All Grain,0.75,19,American IPA
3725,25,1.058,1.012,6.07,31.12,4.37,30,70,1.049,75,2.7,Specific Gravity,All Grain,0.75,19,American IPA
3731,22.71,1.066,1.011,7.15,61.31,4.42,28.39,60,1.052,85,1.5,Specific Gravity,All Grain,1.5,11.11,American IPA
3732,18,1.058,1.012,6.1,59.67,6.98,25,60,1.042,70,3.5,Specific Gravity,All Grain,0.75,18,American IPA
3735,15,1.071,1.013,7.67,33.39,4.84,28.5,60,1.037,75,3,Specific Gravity,All Grain,1,18,American IPA
3738,21,1.053,1.01,5.73,48.17,10.04,31,60,1.036,70,3.5,Specific Gravity,All Grain,0.35,20,American IPA
3739,20.82,1.051,1.014,4.81,29.38,13.48,28.39,60,1.037,70,1.33,Specific Gravity,All Grain,0.35,23.89,American IPA
3740,20,13.549,2.78774,5.78,50.36,6.79,25,60,10.9,70,3,Plato,All Grain,0.35,20,American IPA
3746,42.59,1.049,1.014,4.59,17.04,3.92,49.21,60,1.042,70,1.25,Specific Gravity,All Grain,1.25,18.89,American IPA
3747,20,1.052,1.01,5.44,186.08,7.72,28,60,1.037,51,3,Specific Gravity,All Grain,1,23,American IPA
3759,44,1.082,1.018,8.36,134.54,11.25,58,60,1.062,70,16.4,Specific Gravity,All Grain,0.75,22,American IPA
3761,18.93,1.086,1.021,8.5,123.25,15.7,22.71,120,1.072,60,1.25,Specific Gravity,All Grain,1.25,21.11,American IPA
3762,20.82,1.084,1.022,8.13,53.92,7.67,28.39,60,1.062,70,1.5,Specific Gravity,All Grain,0.35,20.56,American IPA
3770,25,1.068,1.017,6.76,64.8,11.89,34.7,60,1.049,70,2.9,Specific Gravity,All Grain,0.5,17,American IPA
3772,20.82,1.051,1.009,5.54,45.68,3.95,28.39,90,1.037,72,1.5,Specific Gravity,All Grain,1,17.78,American IPA
3778,20.82,1.075,1.01,8.51,26.84,13.55,28.39,60,1.055,60,1.5,Specific Gravity,All Grain,0.75,20,American IPA
3781,20.82,1.054,1.01,5.74,31.92,6.33,26.5,60,1.042,60,1.25,Specific Gravity,All Grain,0.5,22.22,American IPA
3784,39.75,1.029,1.003,3.43,26.21,2.19,49.21,90,1.024,83,1.5,Specific Gravity,All Grain,0.75,23.89,American IPA
3785,624.59,1.063,1.017,5.95,38.78,6.21,662.45,60,1.059,70,1.5,Specific Gravity,All Grain,0.75,20,American IPA
3786,22.71,1.077,1.016,7.96,85.02,6.72,28.39,60,1.062,70,1.3,Specific Gravity,All Grain,0.75,20,American IPA
3791,19.87,1.075,1.019,7.39,75.93,6.78,24.61,60,1.061,73,1.5,Specific Gravity,All Grain,1,18.33,American IPA
3796,21,1.045,1.011,4.43,21.76,5.58,28.5,60,1.033,73,2.5,Specific Gravity,All Grain,1,18,American IPA
3803,20.82,1.063,1.013,6.64,66.08,7.07,24.61,60,1.054,75,1.35,Specific Gravity,All Grain,0.75,20,American IPA
3816,18.93,1.058,1.015,5.61,47.99,4.3,22.71,60,1.048,60,1.25,Specific Gravity,All Grain,0.75,19.44,American IPA
3819,18.93,1.064,1.016,6.32,50.07,13.4,26.5,60,1.046,70,1.5,Specific Gravity,All Grain,1.25,20,American IPA
3821,41.64,1.075,1.023,6.77,60.22,5.71,45.42,60,1.069,70,1.5,Specific Gravity,All Grain,0.5,18.89,American IPA
3822,22.71,1.046,1.012,4.55,36.88,6.17,28.39,60,1.037,70,1.5,Specific Gravity,All Grain,1,20,American IPA
3824,20.82,1.047,1.013,4.39,25.6,17.62,28.39,90,1.034,71,1.5,Specific Gravity,All Grain,0.75,18.33,American IPA
3825,45,1.066,1.02,6.02,39.83,7.97,55,60,1.054,70,2.5,Specific Gravity,All Grain,1.25,17,American IPA
3826,19,1.028,1.007,2.78,217.85,5.08,22,60,1.024,35,3,Specific Gravity,All Grain,0.5,22,American IPA
3828,25,1.04,1.009,4.16,56.05,4.64,33,60,1.031,74,2.7,Specific Gravity,All Grain,0.75,19,American IPA
3831,22.71,1.068,1.01,7.89,120.67,8.64,30.28,75,1.051,74,1.5,Specific Gravity,All Grain,1.25,21.67,American IPA
3833,41.64,1.079,1.015,8.36,62.69,8.78,52.05,70,1.063,85,1.5,Specific Gravity,All Grain,0.5,21.11,American IPA
3835,20,1.063,1.012,6.66,79.42,10.76,30,60,1.042,65,3,Specific Gravity,All Grain,0.75,20,American IPA
3841,18,1.055,1.009,6,65.77,20.88,22,60,1.045,69,3,Specific Gravity,All Grain,0.35,20,American IPA
3843,13.25,1.07,1.019,6.73,88.17,10.1,18.93,90,1.049,70,1.5,Specific Gravity,All Grain,0.5,18.89,American IPA
3844,20.82,1.074,1.018,7.42,81.74,5.57,28.39,60,1.054,80,1.33,Specific Gravity,All Grain,0.35,20,American IPA
3850,20.82,1.06,1.016,5.74,35.22,17.18,26.5,60,1.047,70,1.5,Specific Gravity,All Grain,0.75,22.22,American IPA
3851,20.82,1.058,1.009,6.36,29.12,3.34,28.39,60,1.042,70,1.5,Specific Gravity,All Grain,0.75,31.11,American IPA
3855,18.93,1.05,1.017,4.31,19.24,4.05,24.61,90,1.038,64,1.5,Specific Gravity,All Grain,0.35,23.33,American IPA
3865,1280,1.055,1.009,6,35.76,13.88,1400,90,1.05,75,3,Specific Gravity,All Grain,0.75,19,American IPA
3876,18.93,1.082,1.024,7.54,44.12,9.71,22.71,60,1.068,65,1.25,Specific Gravity,All Grain,0.75,21.11,American IPA
3883,39.75,1.054,1.013,5.48,32.1,13.16,45.42,60,1.04,80,2,Specific Gravity,All Grain,0.5,17.78,American IPA
3886,18.93,1.044,1.015,3.92,30.84,41,26.5,60,1.032,55,1.5,Specific Gravity,All Grain,0.5,20.56,American IPA
3889,24.61,1.075,1.016,7.71,83.01,9.86,30.28,90,1.055,70,1.25,Specific Gravity,All Grain,1.25,21.39,American IPA
3895,20.82,1.063,1.016,6.11,113.9,50,28.39,60,1.046,63,1.5,Specific Gravity,All Grain,0.5,17.22,American IPA
3898,18.93,1.076,1.013,8.27,91.93,15.23,28.39,60,1.05,62,1.5,Specific Gravity,All Grain,0.5,20,American IPA
3903,20.82,1.077,1.021,7.37,59.82,4.92,26.5,60,1.06,70,1.5,Specific Gravity,All Grain,0.75,20,American IPA
3905,20.82,1.078,1.02,7.68,109.74,11.16,29.53,90,1.055,67,1.5,Specific Gravity,All Grain,1.25,18.33,American IPA
3906,21,1.059,1.01,6.35,0,9.61,28.5,60,1.043,35,3,Specific Gravity,All Grain,0.5,26,American IPA
3907,45,1.064,1.013,6.72,21.27,16.24,53.5,60,1.054,75,2.4,Specific Gravity,All Grain,0.75,19,American IPA
3908,21,1.053,1.01,5.7,61.56,12.91,28.5,60,1.039,73,2.7,Specific Gravity,All Grain,0.5,19,American IPA
3915,24,1.047,1.008,5.05,30.04,3.58,34,60,1.033,75,3.6,Specific Gravity,All Grain,0.35,22,American IPA
3924,83.28,1.068,1.011,7.48,69.33,4.84,88.96,90,1.063,78,1.5,Specific Gravity,All Grain,1.25,20,American IPA
3926,45.42,1.1,1.02,10.5,137,22.13,53,90,1.086,60,1.3,Specific Gravity,All Grain,1.25,19.44,American IPA
3928,11.36,1.064,1.012,6.85,135.38,11.67,15.14,60,1.048,68,1.5,Specific Gravity,All Grain,0.75,21.11,American IPA
3936,20.82,1.062,1.011,6.68,23.97,6.75,28.39,60,1.045,80,1.5,Specific Gravity,All Grain,0.35,17.78,American IPA
3938,20.82,10.9397,2.58729,4.44,21.02,3.8,34.07,60,6.8,70,1.5,Plato,All Grain,0.5,20,American IPA
3942,20.82,1.067,1.016,6.58,371.97,4.74,28.39,60,1.049,60,1.5,Specific Gravity,All Grain,0.35,20,American IPA
3944,20.82,1.064,1.011,6.91,63.58,10.42,26.5,90,1.05,72,1.5,Specific Gravity,All Grain,0.75,18.89,American IPA
3947,18.93,1.031,1.006,3.34,36.14,8.65,24.61,60,1.024,35,1.5,Specific Gravity,All Grain,0.35,18.89,American IPA
3948,20.82,1.063,1.009,7.04,45.52,10.71,28.39,90,1.046,80,1.25,Specific Gravity,All Grain,0.5,32.22,American IPA
3949,25,12.3513,2.53248,5.24,47.57,6.43,30,60,10.4,75,5.6,Plato,All Grain,0.75,20,American IPA
3951,22.71,1.079,1.017,8.21,84.46,7.54,27.44,60,1.066,75,1.25,Specific Gravity,All Grain,1,18.89,American IPA
3952,19.87,1.065,1.016,6.43,22.14,43.81,23.66,60,1.047,75,1.25,Specific Gravity,All Grain,1,15.56,American IPA
3953,14,1.044,1.006,5.06,17.52,3.96,18.6,60,1.033,49,4.6,Specific Gravity,All Grain,0.75,17,American IPA
3955,55,1.051,1.008,5.61,32.23,5.39,60,60,1.047,75,3,Specific Gravity,All Grain,1.5,9,American IPA
3956,3.79,1.058,1.011,6.1,51.28,9.5,7.57,60,1.029,70,3,Specific Gravity,All Grain,0.5,17.78,American IPA
3957,43.53,1.073,1.02,6.9,76.56,38.42,49.21,60,1.065,75,1.25,Specific Gravity,All Grain,1.25,18.89,American IPA
3961,20.82,1.067,1.015,6.8,79.46,19.68,28.39,60,1.049,72,1.5,Specific Gravity,All Grain,1,19.44,American IPA
3970,22.71,1.059,1.013,6.01,78.37,14.55,30.28,60,1.044,70,1.25,Specific Gravity,All Grain,0.35,20,American IPA
3979,20.82,1.079,1.015,8.46,100.53,13.56,28.39,60,1.058,75,1.5,Specific Gravity,All Grain,1,20.56,American IPA
3980,20,1.073,1.02,7.05,31.71,4.67,30,90,1.049,80,3.5,Specific Gravity,All Grain,0.75,20,American IPA
3981,20.82,1.082,1.02,8.08,64.29,21.21,28.39,60,1.06,72,1.4,Specific Gravity,All Grain,0.5,21.11,American IPA
3985,18.93,1.053,1.009,5.74,40.48,8.28,26.91,60,1.037,75,1.5,Specific Gravity,All Grain,0.35,21.11,American IPA
3986,18.93,1.056,1.012,5.8,46.26,7.33,26.5,60,1.04,72,1.5,Specific Gravity,All Grain,0.35,21.11,American IPA
3993,18.93,1.065,1.012,6.99,71.08,5.24,28.43,60,1.043,67.1,1.25,Specific Gravity,All Grain,1,18.89,American IPA
3994,18.93,1.067,1.017,6.6,60.24,8.58,26.5,60,1.048,70,1.25,Specific Gravity,All Grain,0.35,21.11,American IPA
3998,34.07,1.062,1.021,5.45,21.02,14.97,53,60,1.04,75,1.5,Specific Gravity,All Grain,0.75,21.11,American IPA
4001,60,1.059,1.015,5.78,69.8,8.9,75,90,1.047,70,2.3,Specific Gravity,All Grain,1,20,American IPA
4018,13.25,1.062,1.014,6.25,66.61,8.06,21.2,70,1.039,64,1.5,Specific Gravity,All Grain,0.75,18.33,American IPA
4020,41.64,1.085,1.019,8.63,73.89,7.52,61.7,60,1.055,75,1.3,Specific Gravity,All Grain,1,18.33,American IPA
4022,41.64,1.059,1.016,5.57,32.97,13.72,47.32,60,1.052,75,1.5,Specific Gravity,All Grain,0.5,21.11,American IPA
4024,22.71,1.036,1.007,3.82,26.01,3.44,28.39,90,1.029,80,1.5,Specific Gravity,All Grain,0.75,21.11,American IPA
4027,41.64,1.062,1.018,5.77,35.58,15.58,58.67,70,1.044,70,1.32,Specific Gravity,All Grain,0.75,19.44,American IPA
4036,20.82,1.053,1.009,5.84,40.95,6.03,24.61,60,1.045,75,1.5,Specific Gravity,All Grain,0.75,20,American IPA
4039,22,1.064,1.018,6.12,22,4.68,27,60,1.052,72,3,Specific Gravity,All Grain,0.75,20,American IPA
4053,20.82,1.064,1.011,6.85,27.97,12.41,28.39,60,1.047,80,1.25,Specific Gravity,All Grain,0.5,20.56,American IPA
4066,37.85,1.048,1.011,4.84,17.8,3.66,28.39,60,1.064,72,1.5,Specific Gravity,All Grain,0.75,20,American IPA
4070,20,1.11,1.025,11.18,88.42,39.54,22,60,1.1,75,2.4,Specific Gravity,All Grain,0.75,18,American IPA
4072,26.5,1.06,1.011,6.49,98.87,6.6,34.07,60,1.047,84,1.5,Specific Gravity,All Grain,0.75,17.22,American IPA
4073,52,1.051,1.009,5.45,44.1,9.17,58,90,1.045,72,4.5,Specific Gravity,All Grain,1,20,American IPA
4079,83.28,1.071,1.014,7.58,103.64,7.37,100.31,60,1.059,70,1.5,Specific Gravity,All Grain,0.35,20,American IPA
4083,26,1.055,1.01,5.8,32.39,6.04,32,70,1.044,86,3,Specific Gravity,All Grain,0.35,21,American IPA
4085,24.61,1.069,1.011,7.51,127.22,5.6,30.28,90,1.056,80,1.25,Specific Gravity,All Grain,0.75,20,American IPA
4086,24,1.052,1.009,5.66,47.57,10.29,36,90,1.035,75,3,Specific Gravity,All Grain,0.75,18,American IPA
4094,62,1.053,1.009,5.8,57.47,11.87,75,60,1.044,80,3,Specific Gravity,All Grain,0.5,19,American IPA
4095,18,1.055,1.01,5.95,40.67,5.37,22,60,1.045,75,3,Specific Gravity,All Grain,0.75,19,American IPA
4101,20.82,1.074,1.019,7.16,73.01,12.89,24.61,60,1.062,78,1.5,Specific Gravity,All Grain,1,18.33,American IPA
4103,40.88,1.072,1.018,7.06,89.97,9.19,49.97,60,1.059,82,1.5,Specific Gravity,All Grain,1,18.33,American IPA
4110,23,1.056,1.01,6.02,64.95,43.41,34,60,1.038,75,3.1,Specific Gravity,All Grain,0.5,19,American IPA
4113,40,1.06,1.014,6.03,47.74,9.47,45,60,1.053,75,3,Specific Gravity,All Grain,0.35,20,American IPA
4114,19.87,1.069,1.016,6.96,60.1,10.08,29.34,60,1.047,70,1.35,Specific Gravity,All Grain,0.35,21.11,American IPA
4115,37.85,1.063,1.013,6.54,72.51,4.8,45.42,60,1.053,75,1.5,Specific Gravity,All Grain,0.5,21.11,American IPA
4117,23,1.047,1.011,4.81,70.12,4.47,27,70,1.04,70,3,Specific Gravity,All Grain,0.35,18,American IPA
4119,24,1.06,1.013,6.25,60.22,7.27,27,60,1.054,75,4.7,Specific Gravity,All Grain,1,18,American IPA
4121,27,1.049,1.008,5.41,35.01,5.09,35,60,1.038,82,3,Specific Gravity,All Grain,1,18,American IPA
4123,20.82,1.047,1.01,4.93,28.17,8.91,28.39,90,1.035,75,1.5,Specific Gravity,All Grain,1,12.22,American IPA
4124,25,1.063,1.011,6.82,40.64,8.59,28,60,1.056,75,3,Specific Gravity,All Grain,0.35,18,American IPA
4126,5.68,1.044,1.012,4.31,86.2,4.47,9.46,60,1.027,65,1.5,Specific Gravity,All Grain,0.75,21.11,American IPA
4129,20.82,1.062,1.015,6.15,87.35,10.13,28.39,60,1.045,72,1.5,Specific Gravity,All Grain,0.35,21.11,American IPA
4133,20.82,15.8192,3.81789,6.52,71.91,4.97,26.5,60,12.6,79,1.5,Plato,All Grain,0.35,20.56,American IPA
4137,19.87,1.059,1.015,5.73,32.72,7.83,28.39,60,1.041,80,1.5,Specific Gravity,All Grain,0.35,17.78,American IPA
4145,23,1.064,1.011,6.98,107.04,5.06,30,90,1.049,70,3.5,Specific Gravity,All Grain,1,18,American IPA
4146,37.85,1.053,1.016,4.93,31.07,14.4,45.42,60,1.044,65,1.5,Specific Gravity,All Grain,0.5,20,American IPA
4147,10,1.064,1.018,5.99,36.32,4.5,14.1,60,1.045,60,3,Specific Gravity,All Grain,0.75,18,American IPA
4152,25,1.065,1.018,6.09,27.12,6.07,38,90,1.042,70,2.5,Specific Gravity,All Grain,0.75,28,American IPA
4156,18.93,1.053,1.013,5.22,46.41,12.49,24.61,60,1.041,75,1.5,Specific Gravity,All Grain,0.75,15.56,American IPA
4159,110,1.049,1.009,5.24,15.36,5.61,110,75,1.049,73,2.7,Specific Gravity,All Grain,0.75,19,American IPA
4161,18.93,1.057,1.012,5.97,22.45,9.12,24.61,60,1.044,70,1.5,Specific Gravity,All Grain,0.75,21.11,American IPA
4179,48,1.056,1.011,5.9,48.98,7.84,42,60,1.064,65,2.96,Specific Gravity,All Grain,0.35,20,American IPA
4182,45.42,14.4781,2.67335,6.36,52.46,8.61,53,60,12.5,70,1.8,Plato,All Grain,0.35,20,American IPA
4184,22.71,1.043,1.012,4.09,57.65,5.06,28.39,60,1.034,72,1.25,Specific Gravity,All Grain,1.25,20,American IPA
4185,43.53,1.071,1.015,7.3,78.04,6.52,53,60,1.058,80,1.33,Specific Gravity,All Grain,1.25,20,American IPA
4186,20.82,1.07,1.015,7.21,99.07,11.38,28.39,60,1.051,70,1.33,Specific Gravity,All Grain,0.35,20,American IPA
4193,20.82,1.071,1.013,7.59,27.79,6.31,26.5,60,1.056,80,1.5,Specific Gravity,All Grain,0.5,18.89,American IPA
4195,43.53,1.051,1.014,4.86,22.23,17.44,49.21,60,1.046,75,1.25,Specific Gravity,All Grain,1.25,18.33,American IPA
4197,18.93,1.054,1.013,5.34,25.28,11.03,24.61,60,1.042,70,1.5,Specific Gravity,All Grain,0.75,18.89,American IPA
4205,18.93,1.062,1.023,5.13,35.65,50,28.39,60,1.036,70,2,Specific Gravity,All Grain,0.75,18.33,American IPA
4206,100,1.04,1.007,4.34,14.49,4.68,120,75,1.033,80,3,Specific Gravity,All Grain,0.35,18,American IPA
4213,20,1.057,1.012,5.82,35.28,4.32,24.5,60,1.046,71,2.5,Specific Gravity,All Grain,0.5,21,American IPA
4214,24.61,1.065,1.012,6.93,32.58,6.03,30.28,75,1.053,72,1.3,Specific Gravity,All Grain,1,23.89,American IPA
4215,20.82,1.049,1.008,5.31,42.56,18.7,28.39,60,1.036,65,1.5,Specific Gravity,All Grain,0.35,18.33,American IPA
4220,20.82,1.053,1.014,5.06,41.97,13.57,28.39,60,1.039,65,1.5,Specific Gravity,All Grain,0.5,18.33,American IPA
4221,20.82,1.057,1.013,5.7,108.93,3.96,28.39,60,1.041,70,1.5,Specific Gravity,All Grain,0.75,25.56,American IPA
4224,23,1.058,1.013,5.89,34.46,14.17,28.5,60,1.047,70,3.7,Specific Gravity,All Grain,0.5,20,American IPA
4228,20.82,1.055,1.012,5.64,29.38,10.18,37.85,60,1.03,60,1.5,Specific Gravity,All Grain,0.5,21.11,American IPA
4235,20.82,1.058,1.016,5.56,24.3,16.5,25.74,90,1.047,80,1.5,Specific Gravity,All Grain,0.35,19.44,American IPA
4240,105.99,1.054,1.01,5.68,35.33,4.2,136.8,60,1.042,70,1.5,Specific Gravity,All Grain,0.75,20,American IPA
4243,10,1.044,1.009,4.54,33.95,3.9,12,60,1.037,70,5,Specific Gravity,All Grain,0.75,21,American IPA
4247,20.82,1.063,1.009,7.08,99.05,4.72,28.39,75,1.046,66,1.25,Specific Gravity,All Grain,0.5,20,American IPA
4249,17,1.057,1.016,5.42,87.79,5.72,21,60,1.046,70,3,Specific Gravity,All Grain,0.75,18,American IPA
4251,47,1.053,1.014,5.07,11.28,3.99,54,75,1.045,73,5,Specific Gravity,All Grain,0.75,21,American IPA
4252,50,1.056,1.009,6.05,48.56,8.2,56,60,1.05,75,25,Specific Gravity,All Grain,0.75,17,American IPA
4254,20.82,1.08,1.016,8.31,174.09,13.12,26.5,90,1.063,70,1,Specific Gravity,All Grain,0.35,18.89,American IPA
4255,20.82,1.073,1.013,7.87,76.76,6.18,25.55,75,1.06,65,2.176,Specific Gravity,All Grain,1.5,9.44,American IPA
4262,20,1.07,1.015,7.26,69.36,10.82,24,60,1.059,68,3.2,Specific Gravity,All Grain,1,19,American IPA
4264,37.85,1.059,1.012,6.13,49.76,9.82,45.42,60,1.049,70,1.5,Specific Gravity,All Grain,0.5,18.33,American IPA
4266,24.61,1.056,1.007,6.58,19.72,6.54,28.39,60,1.048,70,1.5,Specific Gravity,All Grain,0.75,29.44,American IPA
4273,22.71,1.064,1.012,6.85,103.98,7.89,30.28,60,1.048,65,2.42,Specific Gravity,All Grain,0.35,22.22,American IPA
4284,16.7,1.044,1.007,4.89,13.54,3.86,20,90,1.037,60,3,Specific Gravity,All Grain,0.75,20,American IPA
4291,18.93,1.055,1.011,5.78,30.89,6.07,26.5,60,1.04,70,1.5,Specific Gravity,All Grain,0.5,21.11,American IPA
4295,21.77,1.071,1.015,7.35,28.96,26.14,30.28,90,1.051,78,1.5,Specific Gravity,All Grain,1.25,22.22,American IPA
4297,11.36,1.073,1.02,7.03,19.62,18.26,11.36,60,1.073,25,1.5,Specific Gravity,All Grain,1,21.11,American IPA
4300,45.42,1.038,1.009,3.76,43.07,14.63,49.21,90,1.035,35,1.5,Specific Gravity,All Grain,0.35,20.56,American IPA
4301,20.82,1.069,1.016,7.02,183.12,7.03,28.39,60,1.051,75,1.25,Specific Gravity,All Grain,1,18.89,American IPA
4302,37,1.055,1.011,5.73,28.85,9.36,48,60,1.042,70,3,Specific Gravity,All Grain,0.35,16,American IPA
4310,19.87,1.069,1.016,6.89,60.81,8.63,26.5,60,1.052,74,1.5,Specific Gravity,All Grain,0.75,18.33,American IPA
4325,50,1.053,1.007,5.98,24.37,3.92,56,60,1.047,70,2.5,Specific Gravity,All Grain,0.75,22,American IPA
4327,20.82,1.068,1.011,7.41,163.3,6.81,26.5,60,1.053,70,1.5,Specific Gravity,All Grain,0.35,20,American IPA
4335,20.82,1.071,1.019,6.73,91.97,6.31,28.39,60,1.052,70,1.5,Specific Gravity,All Grain,0.35,20,American IPA
4338,9.46,1.052,1.01,5.56,26.78,5.65,11.36,60,1.044,70,1.5,Specific Gravity,All Grain,0.75,23.33,American IPA
4345,41.64,1.077,1.025,6.9,145.92,6.12,56.78,90,1.057,70,1.25,Specific Gravity,All Grain,1.5,19.44,American IPA
4346,20.82,1.063,1.013,6.54,67.64,6.65,28.39,75,1.046,75,1.5,Specific Gravity,All Grain,0.75,20,American IPA
4347,25,1.052,1.009,5.7,39.55,8.29,28,60,1.047,70,3,Specific Gravity,All Grain,0.5,18,American IPA
4356,18.93,1.079,1.02,7.82,303.93,6.78,28.39,90,1.053,70,1.5,Specific Gravity,All Grain,0.75,21.11,American IPA
4361,18.93,1.076,1.014,8.05,57.32,8.01,24.61,60,1.058,70,1.3,Specific Gravity,All Grain,0.35,20,American IPA
4362,21,1.05,1.013,4.97,18.95,16.93,27,60,1.039,75,4.424,Specific Gravity,All Grain,1,20,American IPA
4368,20.82,1.064,1.011,6.91,27.92,6.8,28.39,60,1.047,75,1.25,Specific Gravity,All Grain,0.5,21.11,American IPA
4371,20.82,1.052,1.01,5.56,84.41,6.08,28.39,60,1.038,58,1,Specific Gravity,All Grain,1.25,18.89,American IPA
4374,22.71,1.067,1.017,6.65,70.33,7.19,26.5,60,1.058,73,1.5,Specific Gravity,All Grain,0.75,21.11,American IPA
4384,22.71,1.066,1.014,6.86,60.8,9.01,30.28,60,1.049,80,1.5,Specific Gravity,All Grain,1,15.56,American IPA
4398,20.82,1.053,1.012,5.33,34.42,4.67,28.39,60,1.039,71,1.5,Specific Gravity,All Grain,0.35,20,American IPA
4399,18.93,1.073,1.016,7.49,88.86,16.31,26.5,60,1.052,72,1.5,Specific Gravity,All Grain,0.5,20,American IPA
4402,41.64,1.046,1.011,4.5,32.13,6.03,28.39,60,1.067,70,1.25,Specific Gravity,All Grain,0.75,20,American IPA
4405,19,1.049,1.01,5.15,147.46,14.34,28.5,60,1.033,65,5,Specific Gravity,All Grain,0.75,19,American IPA
4408,18.93,1.059,1.013,6.01,64.34,9.67,24.61,60,1.045,80,1.5,Specific Gravity,All Grain,0.5,18.33,American IPA
4412,9.46,1.059,1.015,5.76,23.08,21.47,13.25,60,1.042,70,1.5,Specific Gravity,All Grain,0.75,18.33,American IPA
4415,25,1.053,1.006,6.1,21.83,3.46,28.5,90,1.046,70,3,Specific Gravity,All Grain,0.75,20,American IPA
4425,20.82,1.054,1.013,5.38,42.95,9.55,25.74,60,1.044,73,1.25,Specific Gravity,All Grain,0.75,18.33,American IPA
4426,20.82,1.063,1.012,6.74,75.89,12.22,28.39,60,1.047,80,1.5,Specific Gravity,All Grain,0.5,20.56,American IPA
4429,27,1.086,1.007,10.39,48.46,5.25,32,60,1.073,70,2.5,Specific Gravity,All Grain,1,14,American IPA
4443,22.71,13.0684,2.50532,5.66,12.38,9.07,30.28,60,9.9,75,1.25,Plato,All Grain,1,18.33,American IPA
4460,119.24,1.045,1.011,4.41,36.93,2.99,128.7,60,1.041,70,1.5,Specific Gravity,All Grain,0.35,18.89,American IPA
4461,18.93,1.075,1.02,7.14,32.63,5.38,24.61,60,1.057,69,1.5,Specific Gravity,All Grain,0.35,20.56,American IPA
4462,20,1.054,1.012,5.53,36.04,3.92,24,60,1.045,68,2.5,Specific Gravity,All Grain,0.35,23,American IPA
4463,20.82,1.073,1.018,7.2,122.99,12.73,28.39,60,1.054,69,1.4,Specific Gravity,All Grain,0.75,18.33,American IPA
4464,18.93,1.06,1.016,5.76,21.15,12.87,22.71,60,1.05,53,1.5,Specific Gravity,All Grain,0.75,20,American IPA
4472,18.93,1.055,1.012,5.65,46.8,6.63,26.5,70,1.039,55,1.5,Specific Gravity,All Grain,1,20,American IPA
4473,27.63,1.04,1.01,3.89,21.94,10.03,30.28,60,1.036,75,1.6,Specific Gravity,All Grain,0.75,20,American IPA
4478,113.56,1.077,1.023,7.08,78.03,11.5,124.92,60,1.07,75,1.35,Specific Gravity,All Grain,1,20.56,American IPA
4479,13.25,1.065,1.018,6.13,94.94,17.69,18.93,60,1.045,75,1.3,Specific Gravity,All Grain,0.5,18.89,American IPA
4480,20.82,1.053,1.014,5.12,20.99,18.15,25.55,60,1.043,72,1.5,Specific Gravity,All Grain,0.75,20,American IPA
4482,23,1.051,1.009,5.47,62.43,7,28,70,1.042,60,2.5,Specific Gravity,All Grain,0.35,20,American IPA
4488,24.6,1.055,1.013,5.58,39.47,8.12,29.3,70,1.046,79,3.32,Specific Gravity,All Grain,1,18,American IPA
4489,20.82,1.053,1.012,5.53,21.92,4.2,26.5,60,1.042,75,1,Specific Gravity,All Grain,1.25,23.89,American IPA
